Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
23,2,507,1,20,1,1,1,1,3,2,2,3,2,2272,0,0,14,3,2,5.0,3,4,3.0,1.0,2.0,0
40,2,676,1,9,4,1,4,1,3,1,2,1,2,2018,3,0,14,3,2,15.0,1,5,4.0,1.0,0.0,1
34,2,971,2,1,3,5,4,1,2,3,7,3,1,7083,1,1,14,3,4,10.0,3,10,9.0,7.5,6.0,0
31,1,561,1,3,3,1,4,0,3,1,6,3,2,4084,1,0,12,3,1,7.0,1,7,2.0,7.0,7.0,1
50,1,333,1,22,5,3,3,1,1,4,5,4,2,14411,1,1,13,3,4,28.5,3,18,6.0,7.5,9.0,0
34,2,1440,2,7,2,5,2,1,3,1,8,3,1,2308,0,1,25,4,2,12.0,3,11,10.0,5.0,7.0,0
42,2,1210,1,2,3,3,3,1,2,1,2,2,1,4841,4,0,14,3,2,4.0,3,1,0.0,0.0,0.0,0
37,2,674,1,13,3,3,1,1,3,2,6,4,1,4285,1,0,17,3,1,10.0,3,10,8.0,3.0,7.0,0
29,2,441,1,8,1,4,3,0,1,2,0,1,1,9715,3,0,13,3,3,9.0,3,7,7.0,0.0,7.0,0
33,2,575,1,25,3,1,4,1,2,2,4,2,2,4320,1,0,13,3,4,5.0,3,5,3.0,0.0,2.0,0
45,2,950,1,28,3,5,4,1,3,1,6,4,1,2132,4,0,20,4,4,8.0,3,5,4.0,0.0,3.0,0
42,1,288,1,2,3,1,4,1,3,3,0,4,1,10124,2,1,14,3,3,24.0,1,18,8.0,7.5,9.0,0
40,2,1342,2,9,2,3,1,1,3,2,7,1,1,5473,0,0,12,3,4,9.0,4,8,4.0,7.0,1.0,0
33,2,589,1,28,4,1,2,1,3,2,2,3,1,5207,1,1,12,3,2,15.0,3,15,14.0,5.0,7.0,0
40,2,898,0,6,2,3,3,1,3,4,3,4,2,16437,1,1,21,4,4,21.0,3,18,7.0,7.0,7.0,0
24,2,350,1,21,2,5,3,1,2,1,2,1,0,2296,0,0,14,3,2,2.0,3,1,1.0,0.0,0.0,0
40,0,1142,1,8,2,1,4,1,3,2,0,4,0,4069,3,1,18,3,3,8.0,3,2,2.0,2.0,2.0,0
45,2,538,1,1,4,5,1,1,3,3,0,2,0,7441,1,0,12,3,1,10.0,3,10,8.0,7.0,7.0,0
35,2,1402,2,28,4,1,2,0,2,1,8,3,1,2430,0,0,23,4,1,6.0,3,5,3.0,4.0,2.0,0
32,2,824,1,5,2,1,4,0,2,2,6,2,1,5878,3,0,12,3,1,12.0,3,7,1.0,2.0,5.0,0
36,2,1157,2,2,4,1,3,1,3,1,8,4,2,2644,3,1,21,4,4,7.0,2,3,2.0,1.0,2.0,0
48,2,492,2,16,4,1,3,0,3,2,7,3,0,6439,8,0,14,3,3,18.0,3,8,7.0,7.0,7.0,0
29,2,598,1,9,3,1,3,1,4,1,6,3,1,2451,6,0,18,3,1,5.0,2,1,0.0,0.0,0.0,0
33,2,1242,2,8,4,1,1,1,3,2,7,1,1,6392,2,0,13,3,4,8.0,1,2,2.0,2.0,2.0,0
30,2,740,2,1,3,1,2,1,2,2,7,1,1,9714,1,0,11,3,4,10.0,3,10,8.0,6.0,7.0,1
38,1,888,0,10,4,0,3,1,3,2,1,3,1,6077,3,0,11,3,3,10.0,3,6,3.0,1.0,2.0,0
35,2,992,1,1,3,3,4,1,2,1,2,1,2,2450,1,0,19,3,2,3.0,3,3,0.0,1.0,2.0,0
30,2,1288,2,29,4,5,3,1,3,3,7,2,1,9250,3,0,12,3,2,9.0,3,4,2.0,1.0,3.0,0
35,2,104,1,2,3,1,1,0,3,1,2,1,0,2074,1,1,12,3,4,1.0,3,1,0.0,0.0,0.0,1
53,2,607,1,2,5,5,3,0,2,3,4,4,1,10169,0,0,16,3,2,28.5,3,18,7.0,1.0,9.0,1
38,2,903,1,2,3,3,3,1,3,2,4,2,1,4855,4,0,11,3,1,7.0,3,5,2.0,1.0,4.0,1
32,0,1200,1,1,4,5,4,1,3,2,6,1,1,4087,4,0,14,3,2,9.0,2,6,5.0,1.0,2.0,0
48,2,1108,1,15,4,4,3,0,3,1,6,1,1,2367,8,0,12,3,4,10.0,2,8,2.0,7.0,6.0,0
34,2,479,1,7,4,3,1,1,3,1,6,4,2,2972,1,0,13,3,3,1.0,1,1,0.0,0.0,0.0,0
55,2,685,2,26,5,2,3,1,2,5,3,4,1,16581,1,0,21,4,3,28.5,3,18,6.0,2.0,13.0,0
34,2,1351,1,1,4,1,2,1,3,2,6,4,1,5484,9,0,17,3,2,9.0,2,2,2.0,2.0,1.0,0
26,2,474,1,3,3,1,1,0,3,1,6,4,1,2061,1,0,21,4,1,1.0,3,1,0.0,0.0,0.0,0
38,2,1245,2,14,3,1,3,1,3,2,7,2,1,9924,0,0,11,3,4,10.0,3,9,8.0,7.0,7.0,0
38,2,437,2,16,3,1,2,0,3,2,7,2,2,4198,2,0,12,3,2,8.0,4,3,2.0,1.0,2.0,0
36,2,884,2,1,4,1,2,0,3,2,7,3,2,6815,6,0,13,3,1,15.0,3,1,0.0,0.0,0.0,0
29,2,1370,1,3,1,3,2,1,3,1,2,1,2,4723,1,1,18,3,4,10.0,3,10,9.0,1.0,5.0,0
35,2,670,1,10,4,3,1,0,3,2,0,3,2,6142,3,1,16,3,3,10.0,3,5,2.0,0.0,4.0,0
39,2,1462,2,6,3,3,4,1,4,3,7,3,1,8237,2,0,11,3,1,11.0,3,7,6.0,7.0,6.0,0
29,1,995,1,2,1,1,1,1,3,2,0,4,0,8853,1,0,19,3,4,6.0,4,6,4.0,1.0,3.0,0
50,2,264,2,9,3,2,3,1,3,5,3,3,1,16581,4,1,16,3,3,27.0,3,1,0.0,0.0,0.0,0
23,2,977,1,10,3,5,4,1,4,1,6,3,1,2073,2,0,16,3,4,4.0,3,2,2.0,2.0,2.0,0
36,1,1302,1,6,4,1,1,1,4,2,2,1,1,5562,3,1,13,3,4,9.0,3,3,2.0,0.0,2.0,0
42,2,1059,1,9,2,4,4,1,2,5,3,4,2,16581,8,0,22,4,4,24.0,3,1,0.0,0.0,1.0,0
35,2,750,1,28,3,1,2,1,4,2,2,3,1,3407,1,0,17,3,4,10.0,2,10,9.0,6.0,8.0,0
34,1,653,1,10,4,5,4,1,2,2,0,3,1,5063,1,0,14,3,2,8.0,2,8,2.0,7.0,7.0,0
40,2,118,2,14,2,1,4,0,3,2,7,1,1,4639,1,0,15,3,3,5.0,3,5,4.0,1.0,2.0,0
43,2,990,1,27,3,5,4,1,4,1,2,2,0,4876,5,0,12,3,3,8.0,3,6,4.0,0.0,2.0,0
35,2,1349,1,7,2,1,3,1,2,1,2,4,1,2690,1,0,18,3,4,1.0,2,1,0.0,0.0,1.0,0
46,2,563,2,1,4,1,4,1,4,4,3,1,2,16581,1,0,15,3,2,27.0,1,18,0.0,0.0,12.0,0
28,2,329,1,24,3,3,3,1,3,1,2,2,1,2408,1,1,17,3,3,1.0,3,1,1.0,0.0,0.0,1
22,0,457,1,26,2,4,2,0,2,1,6,3,1,2814,1,1,14,3,2,4.0,2,4,2.0,1.0,3.0,0
50,1,1234,1,20,5,3,2,1,3,4,0,3,1,11245,2,1,15,3,3,28.5,3,18,8.0,7.5,13.0,0
32,2,634,1,5,4,4,2,0,4,1,6,4,1,3312,3,0,17,3,4,6.0,3,3,2.0,0.0,2.0,0
44,2,1313,1,7,3,3,2,0,3,5,5,4,0,16581,0,1,14,3,4,23.0,2,18,7.0,1.0,10.0,0
30,2,241,1,7,3,3,2,1,2,1,6,2,1,2141,1,0,12,3,2,6.0,2,6,4.0,1.0,1.0,0
45,2,1015,1,5,5,3,3,0,1,2,2,1,2,5769,1,1,14,3,1,10.0,3,10,7.0,1.0,4.0,0
45,0,336,2,26,3,2,1,1,2,2,7,1,1,4385,1,0,15,3,1,10.0,3,10,7.0,4.0,5.0,0
31,1,715,2,2,4,4,4,1,3,2,7,1,2,5332,7,0,13,3,4,10.0,3,5,2.0,0.0,3.0,0
36,2,559,1,12,4,1,3,0,3,2,4,3,1,4663,9,1,12,3,2,7.0,3,3,2.0,1.0,1.0,0
34,1,426,1,10,4,1,3,1,4,2,4,4,0,4724,1,0,13,3,1,9.0,3,9,7.0,7.0,2.0,0
49,2,722,1,25,4,1,3,0,3,1,2,1,1,3211,1,0,14,3,4,10.0,2,9,6.0,1.0,4.0,0
39,2,1387,1,10,5,3,2,1,3,2,4,1,1,5377,2,0,13,3,4,10.0,3,7,7.0,7.0,7.0,0
27,2,1302,1,19,3,4,4,1,2,1,2,1,0,4066,1,0,11,3,1,7.0,3,7,7.0,0.0,7.0,0
35,2,819,1,18,5,1,2,1,4,2,6,1,1,5208,1,0,11,3,4,16.0,3,16,14.5,1.0,10.0,0
28,2,580,1,27,3,3,2,0,1,2,4,1,0,4877,0,0,21,4,2,6.0,2,5,3.0,0.0,0.0,0
21,2,546,1,5,1,3,3,1,3,1,6,4,2,3117,1,0,18,3,3,3.0,3,2,2.0,2.0,2.0,0
18,1,544,2,3,2,3,2,0,3,1,8,4,2,1569,1,1,12,3,3,0.0,4,0,0.0,0.0,0.0,1
47,2,1176,0,26,4,1,4,0,3,5,3,3,1,16581,3,0,11,3,3,27.0,3,5,2.0,1.0,0.0,0
39,2,170,1,3,2,3,3,1,2,2,2,3,0,3069,0,0,15,3,4,11.0,3,10,8.0,0.0,7.0,0
40,2,884,1,15,3,1,1,0,2,3,4,3,1,10435,1,0,13,3,4,18.0,3,18,14.5,7.5,12.0,0
35,0,208,1,8,4,1,3,0,3,2,0,3,1,4148,1,0,12,3,4,15.0,3,14,11.0,2.0,9.0,0
37,2,671,1,19,3,1,3,1,3,2,4,3,1,5768,3,0,17,3,1,9.0,2,4,3.0,0.0,2.0,0
39,1,711,1,4,3,3,1,0,3,2,4,3,2,5042,0,0,13,3,4,10.0,1,9,2.0,3.0,8.0,0
45,2,1329,1,2,2,4,4,0,2,2,4,4,0,5770,1,0,19,3,1,10.0,3,10,7.0,3.0,9.0,0
38,2,397,1,2,2,3,4,0,2,3,4,3,1,7756,3,1,19,3,4,10.0,4,5,4.0,0.0,2.0,0
35,2,737,2,10,3,3,4,1,2,3,7,1,1,10306,9,0,17,3,3,15.0,3,13,12.0,6.0,0.0,1
37,2,1470,1,10,3,3,2,0,3,1,6,2,1,3936,1,0,11,3,1,8.0,1,8,4.0,7.0,7.0,0
40,2,448,1,16,3,1,3,0,3,3,4,4,2,7945,6,1,15,3,4,18.0,2,4,2.0,3.0,3.0,0
44,1,602,0,1,5,0,1,1,3,2,1,4,1,5743,4,1,11,3,3,14.0,3,10,7.0,0.0,2.0,0
48,1,365,1,4,5,3,3,1,2,4,3,4,1,15202,2,0,25,4,2,23.0,3,2,2.0,2.0,2.0,0
35,2,763,2,15,2,3,1,1,1,2,7,4,0,5440,6,1,14,3,4,7.0,2,2,2.0,2.0,2.0,1
24,1,567,1,2,1,5,1,0,3,1,6,4,2,3760,1,1,13,3,3,6.0,3,6,3.0,1.0,3.0,0
27,2,486,1,8,3,3,2,0,4,1,6,3,1,3517,7,0,17,3,1,5.0,3,3,2.0,0.0,2.0,0
27,1,591,1,2,3,3,4,1,3,1,6,4,2,2580,2,0,13,3,3,6.0,2,4,2.0,1.0,2.0,0
40,2,1329,1,7,3,1,1,1,3,1,2,1,2,2166,3,1,14,3,2,10.0,1,4,2.0,0.0,3.0,1
29,2,469,2,10,3,3,3,1,2,2,7,3,2,5869,9,0,11,3,3,8.0,3,5,2.0,1.0,4.0,0
36,2,711,1,5,4,1,2,0,3,3,0,1,1,8008,4,0,12,3,3,9.0,3,3,2.0,0.0,2.0,0
25,1,772,1,2,1,1,4,1,4,2,4,3,0,5206,1,0,17,3,3,7.0,3,7,7.0,0.0,7.0,0
39,2,492,1,12,3,3,4,1,3,2,4,2,1,5295,4,0,21,4,3,7.0,3,5,4.0,1.0,0.0,0
49,2,301,1,22,4,4,1,0,3,4,5,2,1,16413,3,0,16,3,2,27.0,3,4,2.0,1.0,2.0,0
50,2,813,1,17,5,1,4,0,2,3,5,1,0,13269,5,0,15,3,3,19.0,3,14,11.0,1.0,11.0,0
20,2,1141,2,2,3,3,3,0,3,1,8,3,2,2783,1,0,19,3,1,2.0,3,2,2.0,2.0,2.0,0
34,2,1130,1,3,3,1,4,0,3,2,6,2,0,5433,1,0,12,3,3,11.0,3,11,8.0,7.0,9.0,0
36,2,311,1,7,3,1,1,1,3,1,2,2,2,2013,2,0,11,3,3,15.0,3,4,3.0,1.0,3.0,0
49,2,465,1,6,1,1,3,0,2,4,0,3,1,13966,2,1,19,3,2,28.5,3,15,11.0,2.0,12.0,0
36,0,894,1,1,4,3,4,0,2,2,4,3,1,4374,0,0,15,3,3,4.0,3,3,2.0,1.0,2.0,0
36,2,1040,1,3,2,1,4,1,4,2,0,1,0,6842,6,0,20,4,1,13.0,3,5,4.0,0.0,4.0,0
54,2,584,1,22,5,3,2,0,3,4,3,3,1,16581,3,0,25,4,3,28.5,3,10,8.0,4.0,7.0,0
43,2,1291,1,15,2,1,3,1,2,4,5,3,1,16581,1,0,24,4,1,14.0,3,14,10.0,6.0,11.0,0
35,1,880,2,12,4,4,4,1,3,2,7,4,2,4581,3,1,24,4,1,13.0,4,11,9.0,6.0,7.0,1
38,1,1189,1,1,3,1,4,1,3,2,6,4,1,4735,7,0,15,3,4,19.0,4,13,11.0,2.0,9.0,0
29,2,991,2,5,3,3,1,1,2,2,7,2,0,4187,1,1,13,3,2,10.0,2,10,0.0,0.0,9.0,0
33,2,392,2,2,4,3,4,1,3,2,7,4,0,5505,1,0,14,3,3,6.0,3,6,2.0,0.0,4.0,0
32,2,977,1,2,3,3,4,1,3,2,6,2,0,5470,0,0,13,3,3,10.0,2,9,5.0,1.0,6.0,0
31,2,1112,2,5,4,1,1,0,3,2,7,4,1,5476,1,0,11,3,1,10.0,3,10,0.0,0.0,2.0,0
49,2,464,1,16,3,3,4,0,3,1,2,1,0,2587,4,1,16,3,2,17.0,2,2,2.0,2.0,2.0,0
38,1,148,1,2,3,3,4,0,2,1,2,2,2,2440,1,0,22,4,2,4.0,3,4,3.0,3.0,3.0,0
47,2,1225,2,2,4,1,2,0,4,4,3,2,0,15972,6,0,14,3,3,28.5,3,3,2.0,1.0,2.0,0
49,2,809,1,1,3,1,3,1,3,4,3,3,2,15379,4,0,14,3,1,23.0,3,8,7.0,0.0,0.0,0
41,2,1206,2,23,2,1,4,1,3,3,7,3,2,7082,3,1,16,3,4,21.0,3,2,0.0,0.0,2.0,0
20,2,727,2,9,1,1,4,1,3,1,8,1,2,2728,1,0,11,3,1,2.0,3,2,2.0,0.0,2.0,0
33,0,530,2,16,3,1,3,0,3,2,7,4,0,5368,1,1,25,4,3,7.0,3,6,5.0,1.0,2.0,0
36,2,1351,1,26,4,1,1,1,3,2,0,3,1,5347,6,0,14,3,2,10.0,2,3,2.0,0.0,2.0,0
44,2,528,0,1,3,1,3,0,3,1,1,4,0,3195,4,1,18,3,1,8.0,3,2,2.0,2.0,2.0,0
23,2,1320,1,8,1,3,4,1,2,1,2,3,2,3989,1,1,11,3,1,5.0,3,5,4.0,1.0,2.0,1
38,2,1495,1,4,2,3,4,0,3,1,2,3,1,3306,7,0,19,3,4,7.0,2,0,0.0,0.0,0.0,0
53,2,1395,1,24,4,3,2,1,4,3,0,4,1,7005,3,0,15,3,3,11.0,3,4,3.0,1.0,2.0,0
48,1,708,2,7,2,3,4,0,3,1,8,3,1,2655,2,1,11,3,3,19.0,3,9,7.0,7.0,7.0,1
32,2,1259,1,2,4,1,4,1,3,1,2,2,2,1393,1,0,12,3,1,1.0,3,1,0.0,0.0,0.0,1
26,0,786,1,7,3,3,4,1,3,1,2,4,2,2570,1,0,20,4,3,7.0,3,7,7.0,5.0,7.0,0
55,2,1441,1,22,3,5,1,1,2,1,6,2,0,3537,5,0,12,3,4,8.0,3,4,2.0,1.0,2.0,0
34,2,1157,1,5,2,3,2,1,2,2,2,4,1,3986,1,0,14,3,3,15.0,4,15,10.0,4.0,13.0,0
60,2,370,1,1,4,3,3,1,1,3,0,4,0,10883,3,0,20,4,3,19.0,4,1,0.0,0.0,0.0,0
33,2,267,1,21,3,3,2,1,4,1,2,2,1,2028,1,0,18,3,4,14.0,3,14,11.0,2.0,13.0,0
37,1,1278,2,1,4,3,3,1,1,2,7,4,0,9525,1,0,14,3,3,6.0,2,6,3.0,1.0,3.0,0
34,2,678,1,19,3,1,2,0,2,1,6,4,1,2929,1,0,12,3,2,10.0,3,10,9.0,7.5,7.0,0
23,2,427,2,7,3,1,3,1,3,1,8,4,0,2275,1,1,21,4,2,3.0,3,3,2.0,0.0,2.0,1
44,2,921,1,2,3,1,3,0,4,3,0,4,1,7879,1,1,19,3,2,9.0,3,8,7.0,6.0,7.0,0
35,1,146,1,2,4,3,1,1,2,1,6,4,2,4930,0,1,14,3,3,6.0,4,5,4.0,1.0,4.0,0
43,2,1179,2,2,3,3,4,1,3,2,7,4,1,7847,1,1,17,3,1,10.0,3,10,9.0,7.5,8.0,0
24,2,581,1,9,3,3,3,1,4,1,6,3,1,4401,1,0,16,3,4,5.0,3,5,3.0,0.0,4.0,0
41,2,918,2,6,3,2,4,1,3,3,7,3,2,9241,1,0,12,3,2,10.0,3,10,8.0,7.5,7.0,0
29,2,1082,1,9,4,3,4,0,3,1,2,3,1,2974,9,0,17,3,3,9.0,3,5,3.0,1.0,2.0,0
36,2,530,2,2,4,1,3,0,3,2,8,4,2,4502,3,0,15,3,3,17.0,2,13,7.0,6.0,7.0,0
45,0,1238,1,1,1,1,3,1,2,3,0,3,1,10748,3,0,23,4,4,25.0,2,18,14.5,7.5,4.0,0
24,2,240,0,22,1,0,4,1,1,1,1,3,1,1555,1,0,11,3,3,1.0,3,1,0.0,0.0,0.0,1
47,1,1093,2,9,3,1,3,1,1,4,7,3,1,12936,7,0,11,3,3,25.0,1,18,5.0,7.5,10.0,1
26,2,390,1,17,4,3,4,1,1,1,2,3,1,2305,1,0,15,3,3,3.0,4,3,2.0,0.0,2.0,0
45,2,1005,1,28,2,5,4,0,2,4,5,2,2,16581,1,0,11,3,3,21.0,3,18,6.0,7.5,6.0,0
32,1,585,1,10,3,1,1,1,3,1,6,3,1,3433,6,0,13,3,1,10.0,2,5,2.0,1.0,3.0,0
31,2,741,1,2,4,1,2,1,3,1,2,3,1,3477,1,0,14,3,4,6.0,4,5,2.0,0.0,3.0,0
41,0,552,0,4,3,0,3,1,1,2,1,2,1,6430,6,0,19,3,2,10.0,3,3,2.0,1.0,2.0,0
40,2,369,1,8,2,1,2,0,3,2,4,1,1,6516,2,1,16,3,2,18.0,3,1,0.0,0.0,0.0,0
24,2,506,1,29,1,3,2,1,3,1,2,1,0,3907,1,0,13,3,2,6.0,4,6,2.0,1.0,2.0,0
46,2,717,1,13,4,1,3,1,3,2,0,2,2,5562,6,0,14,3,4,19.0,3,10,7.0,0.0,9.0,0
35,2,1370,1,27,4,1,4,1,3,2,4,3,1,6883,2,0,16,3,2,17.0,3,7,7.0,0.0,7.0,0
30,2,793,1,16,1,1,2,1,3,1,6,4,1,2862,1,0,12,3,2,10.0,2,10,0.0,0.0,8.0,0
47,0,543,2,2,4,2,3,1,3,2,7,2,1,4978,7,0,11,3,4,4.0,1,1,0.0,0.0,0.0,0
46,2,1277,2,2,3,1,3,1,3,3,7,4,0,10368,4,1,12,3,2,13.0,2,10,6.0,0.0,3.0,0
36,2,1456,2,13,5,2,2,1,2,2,7,1,0,6134,5,1,13,3,2,16.0,3,2,2.0,2.0,2.0,1
32,2,964,2,1,2,1,1,1,1,2,7,2,2,6735,6,0,15,3,2,10.0,3,0,0.0,0.0,0.0,1
23,2,160,1,4,1,3,3,0,3,1,2,2,2,3295,1,0,13,3,3,3.0,1,3,2.0,1.0,2.0,0
31,1,163,1,24,1,5,4,0,3,2,4,4,2,5238,2,0,20,4,4,9.0,2,5,4.0,1.0,4.0,0
39,0,792,1,1,3,1,4,1,3,2,2,4,1,6472,1,1,15,3,4,9.0,3,9,8.0,5.0,8.0,0
32,2,371,2,19,3,1,4,1,1,3,7,3,1,9610,3,0,13,3,3,10.0,1,4,3.0,0.0,2.0,0
40,2,611,2,7,4,3,2,1,3,5,3,2,2,16581,1,0,14,3,2,21.0,2,18,8.0,7.5,8.0,0
45,2,176,0,4,3,1,3,0,1,3,1,3,1,9756,4,0,21,4,3,9.0,4,5,0.0,0.0,3.0,0
30,1,1312,1,2,4,5,4,0,2,1,6,1,2,4968,0,0,16,3,4,10.0,3,9,7.0,0.0,7.0,0
24,1,897,0,10,3,3,1,1,3,1,1,4,1,2145,0,0,14,3,4,3.0,3,2,2.0,2.0,1.0,0
30,1,600,0,8,3,0,3,0,2,1,1,4,0,2180,6,0,11,3,3,6.0,2,4,2.0,1.0,2.0,1
31,2,1003,2,5,3,5,1,1,3,2,7,3,1,8346,1,0,19,3,3,6.0,3,5,2.0,0.0,2.0,0
27,2,1054,1,8,3,3,3,0,3,1,6,4,2,3445,1,0,11,3,3,6.0,2,6,2.0,1.0,4.0,0
29,2,428,2,9,3,2,2,0,1,1,8,2,2,2760,1,0,13,3,3,2.0,3,2,2.0,2.0,2.0,1
29,1,461,1,1,3,1,4,1,4,2,0,3,2,6294,8,1,12,3,4,10.0,4,3,2.0,0.0,2.0,0
30,2,979,2,15,2,2,3,1,2,3,7,1,0,7140,2,0,11,3,1,12.0,3,7,7.0,1.0,7.0,0
34,2,181,1,2,4,3,4,1,4,1,6,4,1,2932,0,1,14,3,1,6.0,3,5,0.0,1.0,2.0,0
33,0,1283,2,2,3,2,4,0,3,2,7,2,2,5147,8,0,15,3,4,13.0,2,11,7.0,1.0,7.0,0
49,2,1313,2,11,4,2,4,0,3,2,7,4,2,4507,3,0,12,3,3,8.0,4,5,1.0,0.0,4.0,0
33,2,211,2,16,3,1,1,0,3,3,7,1,2,8564,2,1,20,4,3,11.0,2,0,0.0,0.0,0.0,1
38,1,594,1,2,2,3,3,0,2,1,2,2,1,2468,4,0,14,3,2,9.0,2,6,1.0,0.0,5.0,0
31,2,1079,2,16,4,2,1,1,3,3,7,3,1,8161,2,0,13,3,1,10.0,3,1,0.0,0.0,0.0,1
29,2,590,1,4,3,5,4,0,2,1,6,1,0,2109,1,0,13,3,3,1.0,3,1,0.0,0.0,0.0,0
30,2,305,1,16,3,1,3,1,4,2,0,3,1,5294,3,0,16,3,3,10.0,3,7,0.0,1.0,7.0,0
32,0,953,1,5,4,5,2,1,3,1,6,2,2,2718,2,0,14,3,2,12.0,3,7,7.0,0.0,7.0,0
38,2,833,1,18,3,3,2,1,1,2,0,4,1,5811,3,1,16,3,3,15.0,3,1,0.0,1.0,0.0,0
43,1,807,1,17,3,5,3,1,2,1,6,3,1,2437,9,1,16,3,4,6.0,3,1,0.0,0.0,0.0,1
42,2,855,1,12,3,3,2,1,3,1,2,2,0,2766,8,0,22,4,2,7.0,2,5,3.0,0.0,4.0,0
55,2,478,1,2,3,3,3,1,2,5,5,1,1,16581,8,0,12,3,2,28.5,3,1,0.0,0.0,0.0,0
33,0,775,1,4,3,5,4,1,3,2,6,2,0,3055,5,0,15,3,4,11.0,2,9,8.0,1.0,7.0,0
41,2,548,1,9,4,1,3,1,3,1,2,1,0,2289,1,0,20,4,2,5.0,3,5,3.0,0.0,4.0,0
34,0,1375,2,10,3,1,4,1,3,2,7,3,0,4001,1,1,14,3,3,15.0,3,15,14.0,0.0,7.0,0
53,0,661,1,1,4,3,1,0,2,4,4,3,1,12965,4,1,20,4,4,27.0,2,3,2.0,0.0,2.0,0
43,2,244,0,2,3,1,2,1,3,1,1,4,2,3539,0,0,13,3,2,10.0,3,9,7.0,1.0,8.0,0
34,2,511,2,3,2,1,4,0,1,2,7,4,2,6029,5,0,12,3,1,6.0,3,2,2.0,2.0,2.0,0
21,2,337,2,7,1,2,2,1,3,1,8,2,2,2679,1,0,13,3,2,1.0,3,1,0.0,1.0,0.0,1
38,2,1153,1,6,2,4,4,0,2,1,2,3,1,3702,1,0,11,3,2,5.0,3,5,4.0,0.0,4.0,0
22,2,1294,1,8,1,3,3,0,3,1,2,1,1,2398,1,1,17,3,3,1.0,3,1,0.0,0.0,0.0,1
31,2,196,2,29,4,2,1,0,2,2,7,4,1,5468,1,0,14,3,1,13.0,3,12,7.0,5.0,7.0,0
51,2,942,1,3,3,5,1,0,3,3,3,3,1,13116,2,0,11,3,4,15.0,3,2,2.0,2.0,2.0,0
37,2,589,2,9,2,2,2,1,2,2,7,2,1,4189,1,0,14,3,1,5.0,3,5,2.0,0.0,3.0,0
46,2,734,1,2,4,3,3,1,3,5,5,4,0,16581,7,1,17,3,3,24.0,3,2,1.0,2.0,2.0,0
36,2,1383,1,10,3,1,4,1,3,3,0,1,1,8321,7,1,13,3,4,15.0,3,12,8.0,5.0,7.0,0
44,1,429,1,1,2,3,3,1,3,1,6,2,0,2342,1,1,12,3,3,6.0,2,5,3.0,2.0,3.0,1
37,2,1239,0,8,2,4,3,1,3,2,1,2,0,4071,2,0,13,3,3,19.0,2,10,0.0,4.0,7.0,0
35,2,303,2,27,3,1,3,1,3,2,7,4,2,5813,1,1,18,3,4,10.0,3,10,7.0,7.0,7.0,1
33,2,867,1,8,4,1,4,1,4,1,6,1,1,3143,6,0,19,3,2,14.0,3,10,8.0,7.0,6.0,0
28,2,1181,1,1,3,1,3,1,3,1,6,4,1,2044,1,0,11,3,3,5.0,4,5,3.0,0.0,3.0,0
39,2,1253,1,10,1,3,3,1,3,3,5,3,2,13464,7,0,21,4,3,9.0,3,4,3.0,2.0,2.0,0
46,0,849,2,26,2,1,2,1,2,2,7,2,2,7991,8,0,15,3,3,6.0,3,2,2.0,2.0,2.0,0
40,2,616,1,2,2,1,3,0,3,1,2,1,1,3377,4,0,17,3,4,7.0,2,4,3.0,0.0,2.0,0
42,2,1128,1,13,3,3,2,1,4,2,0,1,1,5538,5,0,18,3,3,10.0,2,0,0.0,0.0,0.0,0
35,0,1180,1,2,2,3,2,1,3,2,4,4,0,5762,2,0,14,3,3,15.0,3,7,7.0,1.0,7.0,0
38,0,1336,0,2,3,0,1,1,3,1,1,2,0,2592,5,0,13,3,4,13.0,3,11,10.0,3.0,8.0,0
34,1,234,1,9,4,1,4,1,3,2,2,1,1,5346,4,0,17,3,3,11.0,2,7,1.0,0.0,7.0,1
37,2,370,1,10,4,3,4,1,3,2,4,1,2,4213,1,0,15,3,2,10.0,1,10,3.0,0.0,8.0,1
39,1,766,2,20,3,1,3,1,3,2,7,4,0,4127,2,0,18,3,4,7.0,3,2,1.0,2.0,2.0,0
43,0,343,1,9,3,1,1,1,3,1,6,3,2,2438,4,0,13,3,3,7.0,2,3,2.0,1.0,2.0,0
41,2,447,1,5,3,1,2,1,4,2,0,2,2,6870,3,0,12,3,1,11.0,1,3,2.0,1.0,2.0,0
41,2,796,2,4,1,2,3,0,3,3,7,3,0,10447,0,1,13,3,4,23.0,4,18,14.0,7.5,5.0,0
30,2,1092,1,10,3,3,1,0,3,3,4,3,2,9667,9,0,14,3,2,9.0,3,7,7.0,0.0,2.0,0
26,2,920,0,20,2,3,4,0,3,1,1,2,1,2148,0,1,11,3,3,6.0,3,5,1.0,1.0,4.0,1
46,2,261,1,21,2,3,4,0,3,2,0,2,1,8926,4,0,22,4,4,13.0,4,9,7.0,3.0,7.0,1
